CONDITION,CODE_TYPE,CODE,CODE_DESCRIPTION
ASTHMA,icd_10_cm,J4551,Severe persistent asthma with (acute) exacerbation
ASTHMA,icd_10_cm,J4552,Severe persistent asthma with status asthmaticus
ASTHMA,icd_10_cm,J45901,Unspecified asthma with (acute) exacerbation
ASTHMA,icd_10_cm,J45902,Unspecified asthma with status asthmaticus
ASTHMA,icd_10_cm,J45909,"Unspecified asthma, uncomplicated"
ASTHMA,icd_10_cm,J45990,Exercise induced bronchospasm
ASTHMA,icd_10_cm,J45991,Cough variant asthma
ASTHMA,icd_10_cm,J45998,Other asthma
CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE,icd_10_cm,J40,"Bronchitis, not specified as acute or chronic"
CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE,icd_10_cm,J410,Simple chronic bronchitis
CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE,icd_10_cm,J411,Mucopurulent chronic bronchitis
CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE,icd_10_cm,J418,Mixed simple and mucopurulent chronic bronchitis
CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE,icd_10_cm,J42,Unspecified chronic bronchitis
CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE,icd_10_cm,J430,Unilateral pulmonary emphysema [MacLeod's syndrome]
CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE,icd_10_cm,J431,Panlobular emphysema
CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE,icd_10_cm,J432,Centrilobular emphysema
CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE,icd_10_cm,J439,"Emphysema, unspecified"
CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE,icd_10_cm,J440,Chronic obstructive pulmonary disease with (acute) lower respiratory infection
CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE,icd_10_cm,J441,Chronic obstructive pulmonary disease with (acute) exacerbation
CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE,icd_10_cm,J449,"Chronic obstructive pulmonary disease, unspecified"
CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE,icd_10_cm,J470,Bronchiectasis with acute lower respiratory infection
CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE,icd_10_cm,J471,Bronchiectasis with (acute) exacerbation
CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE,icd_10_cm,J479,"Bronchiectasis, uncomplicated"
CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE,icd_10_cm,J982,Interstitial emphysema
CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE,icd_10_cm,J983,Compensatory emphysema
CYSTIC_FIBROSIS,icd_10_cm,E840,Cystic fibrosis with pulmonary manifestations
CYSTIC_FIBROSIS,icd_10_cm,E8411,Meconium ileus in cystic fibrosis
CYSTIC_FIBROSIS,icd_10_cm,E8419,Cystic fibrosis with other intestinal manifestations
CYSTIC_FIBROSIS,icd_10_cm,E848,Cystic fibrosis with other manifestations
CYSTIC_FIBROSIS,icd_10_cm,E849,"Cystic fibrosis, unspecified"
ALCOHOL,icd_10_cm,F1010,"Alcohol abuse, uncomplicated"
ALCOHOL,icd_10_cm,F10120,"Alcohol abuse with intoxication, uncomplicated"
ALCOHOL,icd_10_cm,F10121,Alcohol abuse with intoxication delirium
ALCOHOL,icd_10_cm,F10129,"Alcohol abuse with intoxication, unspecified"
ALCOHOL,icd_10_cm,F10130,"Alcohol abuse with withdrawal, uncomplicated"
ALCOHOL,icd_10_cm,F10131,Alcohol abuse with withdrawal delirium
ALCOHOL,icd_10_cm,F10132,Alcohol abuse with withdrawal with perceptual disturbance
ALCOHOL,icd_10_cm,F10139,"Alcohol abuse with withdrawal, unspecified"
ALCOHOL,icd_10_cm,F1014,Alcohol abuse with alcohol-induced mood disorder
ALCOHOL,icd_10_cm,F10150,Alcohol abuse with alcohol-induced psychotic disorder with delusions
ALCOHOL,icd_10_cm,F10151,Alcohol abuse with alcohol-induced psychotic disorder with hallucinations
ALCOHOL,icd_10_cm,F10159,"Alcohol abuse with alcohol-induced psychotic disorder, unspecified"
ALCOHOL,icd_10_cm,F10180,Alcohol abuse with alcohol-induced anxiety disorder
ALCOHOL,icd_10_cm,F10181,Alcohol abuse with alcohol-induced sexual dysfunction
ALCOHOL,icd_10_cm,F10182,Alcohol abuse with alcohol-induced sleep disorder
ALCOHOL,icd_10_cm,F10188,Alcohol abuse with other alcohol-induced disorder
ALCOHOL,icd_10_cm,F1019,Alcohol abuse with unspecified alcohol-induced disorder
ALCOHOL,icd_10_cm,F1020,"Alcohol dependence, uncomplicated"
ALCOHOL,icd_10_cm,F10220,"Alcohol dependence with intoxication, uncomplicated"
ALCOHOL,icd_10_cm,F10221,Alcohol dependence with intoxication delirium
ALCOHOL,icd_10_cm,F10229,"Alcohol dependence with intoxication, unspecified"
ALCOHOL,icd_10_cm,F10230,"Alcohol dependence with withdrawal, uncomplicated"
ALCOHOL,icd_10_cm,F10231,Alcohol dependence with withdrawal delirium
ALCOHOL,icd_10_cm,F10232,Alcohol dependence with withdrawal with perceptual disturbance
ALCOHOL,icd_10_cm,F10239,"Alcohol dependence with withdrawal, unspecified"
ALCOHOL,icd_10_cm,F1024,Alcohol dependence with alcohol-induced mood disorder
ALCOHOL,icd_10_cm,F10250,Alcohol dependence with alcohol-induced psychotic disorder with delusions
ALCOHOL,icd_10_cm,F10251,Alcohol dependence with alcohol-induced psychotic disorder with hallucinations
ALCOHOL,icd_10_cm,F10259,"Alcohol dependence with alcohol-induced psychotic disorder, unspecified"
ALCOHOL,icd_10_cm,F1026,Alcohol dependence with alcohol-induced persisting amnestic disorder
ALCOHOL,icd_10_cm,F1027,Alcohol dependence with alcohol-induced persisting dementia
ALCOHOL,icd_10_cm,F10280,Alcohol dependence with alcohol-induced anxiety disorder
ALCOHOL,icd_10_cm,F10281,Alcohol dependence with alcohol-induced sexual dysfunction
ALCOHOL,icd_10_cm,F10282,Alcohol dependence with alcohol-induced sleep disorder
ALCOHOL,icd_10_cm,F10288,Alcohol dependence with other alcohol-induced disorder
ALCOHOL,icd_10_cm,F1029,Alcohol dependence with unspecified alcohol-induced disorder
ALCOHOL,icd_10_cm,F10920,"Alcohol use, unspecified with intoxication, uncomplicated"
ALCOHOL,icd_10_cm,F10921,"Alcohol use, unspecified with intoxication delirium"
ALCOHOL,icd_10_cm,F10929,"Alcohol use, unspecified with intoxication, unspecified"
ALCOHOL,icd_10_cm,F10930,"Alcohol use, unspecified with withdrawal, uncomplicated"
ALCOHOL,icd_10_cm,F10931,"Alcohol use, unspecified with withdrawal delirium"
ALCOHOL,icd_10_cm,F10932,"Alcohol use, unspecified with withdrawal with perceptual disturbance"
ALCOHOL,icd_10_cm,F10939,"Alcohol use, unspecified with withdrawal, unspecified"
ALCOHOL,icd_10_cm,F1094,"Alcohol use, unspecified with alcohol-induced mood disorder"
ALCOHOL,icd_10_cm,F10950,"Alcohol use, unspecified with alcohol-induced psychotic disorder with delusions"
ALCOHOL,icd_10_cm,F10951,"Alcohol use, unspecified with alcohol-induced psychotic disorder with hallucinations"
ALCOHOL,icd_10_cm,F10959,"Alcohol use, unspecified with alcohol-induced psychotic disorder, unspecified"
ALCOHOL,icd_10_cm,F1096,"Alcohol use, unspecified with alcohol-induced persisting amnestic disorder"
ALCOHOL,icd_10_cm,F1097,"Alcohol use, unspecified with alcohol-induced persisting dementia"
ALCOHOL,icd_10_cm,F10980,"Alcohol use, unspecified with alcohol-induced anxiety disorder"
ALCOHOL,icd_10_cm,F10981,"Alcohol use, unspecified with alcohol-induced sexual dysfunction"
ALCOHOL,icd_10_cm,F10982,"Alcohol use, unspecified with alcohol-induced sleep disorder"
ALCOHOL,icd_10_cm,F10988,"Alcohol use, unspecified with other alcohol-induced disorder"
ALCOHOL,icd_10_cm,F1099,"Alcohol use, unspecified with unspecified alcohol-induced disorder"
ALCOHOL,icd_10_cm,G621,Alcoholic polyneuropathy
ALCOHOL,icd_10_cm,HZ2ZZZZ,
ALCOHOL,icd_10_cm,HZ30ZZZ,
ALCOHOL,icd_10_cm,HZ31ZZZ,
ALCOHOL,icd_10_cm,HZ32ZZZ,
ALCOHOL,icd_10_cm,HZ33ZZZ,
ALCOHOL,icd_10_cm,HZ34ZZZ,
ALCOHOL,icd_10_cm,HZ35ZZZ,
ALCOHOL,icd_10_cm,HZ36ZZZ,
ALCOHOL,icd_10_cm,HZ37ZZZ,
ALCOHOL,icd_10_cm,HZ38ZZZ,
ALCOHOL,icd_10_cm,HZ39ZZZ,
ALCOHOL,icd_10_cm,HZ3BZZZ,
ALCOHOL,icd_10_cm,HZ40ZZZ,
ALCOHOL,icd_10_cm,HZ93ZZZ,
ALCOHOL,icd_10_cm,HZ96ZZZ,
ALCOHOL,icd_10_cm,I426,Alcoholic cardiomyopathy
ALCOHOL,icd_10_cm,K2920,Alcoholic gastritis without bleeding
ALCOHOL,icd_10_cm,K2921,Alcoholic gastritis with bleeding
ALCOHOL,icd_10_cm,K700,Alcoholic fatty liver
ALCOHOL,icd_10_cm,K7010,Alcoholic hepatitis without ascites
ALCOHOL,icd_10_cm,K7011,Alcoholic hepatitis with ascites
ALCOHOL,icd_10_cm,K702,Alcoholic fibrosis and sclerosis of liver
ALCOHOL,icd_10_cm,K7030,Alcoholic cirrhosis of liver without ascites
ALCOHOL,icd_10_cm,K7031,Alcoholic cirrhosis of liver with ascites
ALCOHOL,icd_10_cm,K7040,Alcoholic hepatic failure without coma
ALCOHOL,icd_10_cm,K7041,Alcoholic hepatic failure with coma
ALCOHOL,icd_10_cm,K709,"Alcoholic liver disease, unspecified"
ALCOHOL,icd_10_cm,P043,Newborn affected by maternal use of alcohol
ALCOHOL,icd_10_cm,Q860,Fetal alcohol syndrome (dysmorphic)
ALCOHOL,icd_10_cm,T510X1A,"Toxic effect of ethanol, accidental (unintentional), initial encounter"
ALCOHOL,icd_10_cm,T510X2A,"Toxic effect of ethanol, intentional self-harm, initial encounter"
ALCOHOL,icd_10_cm,T510X3A,"Toxic effect of ethanol, assault, initial encounter"
ALCOHOL,icd_10_cm,T510X4A,"Toxic effect of ethanol, undetermined, initial encounter"
ALCOHOL,icd_10_cm,Z7141,Alcohol abuse counseling and surveillance of alcoholic
ALCOHOL,icd_10_cm,Z7142,Counseling for family member of alcoholic
COCAINE,icd_10_cm,F1410,"Cocaine abuse, uncomplicated"
COCAINE,icd_10_cm,F14120,"Cocaine abuse with intoxication, uncomplicated"
COCAINE,icd_10_cm,F14121,Cocaine abuse with intoxication with delirium
COCAINE,icd_10_cm,F14122,Cocaine abuse with intoxication with perceptual disturbance
COCAINE,icd_10_cm,F14129,"Cocaine abuse with intoxication, unspecified"
COCAINE,icd_10_cm,F1413,"Cocaine abuse, unspecified with withdrawal"
COCAINE,icd_10_cm,F1414,Cocaine abuse with cocaine-induced mood disorder
COCAINE,icd_10_cm,F14150,Cocaine abuse with cocaine-induced psychotic disorder with delusions
COCAINE,icd_10_cm,F14151,Cocaine abuse with cocaine-induced psychotic disorder with hallucinations
COCAINE,icd_10_cm,F14159,"Cocaine abuse with cocaine-induced psychotic disorder, unspecified"
COCAINE,icd_10_cm,F14180,Cocaine abuse with cocaine-induced anxiety disorder
COCAINE,icd_10_cm,F14181,Cocaine abuse with cocaine-induced sexual dysfunction
COCAINE,icd_10_cm,F14182,Cocaine abuse with cocaine-induced sleep disorder
COCAINE,icd_10_cm,F14188,Cocaine abuse with other cocaine-induced disorder
COCAINE,icd_10_cm,F1419,Cocaine abuse with unspecified cocaine-induced disorder
COCAINE,icd_10_cm,F1420,"Cocaine dependence, uncomplicated"
COCAINE,icd_10_cm,F14220,"Cocaine dependence with intoxication, uncomplicated"
COCAINE,icd_10_cm,F14221,Cocaine dependence with intoxication delirium
COCAINE,icd_10_cm,F14222,Cocaine dependence with intoxication with perceptual disturbance
COCAINE,icd_10_cm,F14229,"Cocaine dependence with intoxication, unspecified"
COCAINE,icd_10_cm,F1423,Cocaine dependence with withdrawal
COCAINE,icd_10_cm,F1424,Cocaine dependence with cocaine-induced mood disorder
COCAINE,icd_10_cm,F14250,Cocaine dependence with cocaine-induced psychotic disorder with delusions
COCAINE,icd_10_cm,F14251,Cocaine dependence with cocaine-induced psychotic disorder with hallucinations
COCAINE,icd_10_cm,F14259,"Cocaine dependence with cocaine-induced psychotic disorder, unspecified"
COCAINE,icd_10_cm,F14280,Cocaine dependence with cocaine-induced anxiety disorder
COCAINE,icd_10_cm,F14281,Cocaine dependence with cocaine-induced sexual dysfunction
COCAINE,icd_10_cm,F14282,Cocaine dependence with cocaine-induced sleep disorder
COCAINE,icd_10_cm,F14288,Cocaine dependence with other cocaine-induced disorder
COCAINE,icd_10_cm,F1429,Cocaine dependence with unspecified cocaine-induced disorder
COCAINE,icd_10_cm,F1490,"Cocaine use, unspecified, uncomplicated"
COCAINE,icd_10_cm,F14920,"Cocaine use, unspecified with intoxication, uncomplicated"
COCAINE,icd_10_cm,F14921,"Cocaine use, unspecified with intoxication delirium"
COCAINE,icd_10_cm,F14922,"Cocaine use, unspecified with intoxication with perceptual disturbance"
COCAINE,icd_10_cm,F14929,"Cocaine use, unspecified with intoxication, unspecified"
COCAINE,icd_10_cm,F1493,"Cocaine use, unspecified with withdrawal"
COCAINE,icd_10_cm,F1494,"Cocaine use, unspecified with cocaine-induced mood disorder"
COCAINE,icd_10_cm,F14950,"Cocaine use, unspecified with cocaine-induced psychotic disorder with delusions"
COCAINE,icd_10_cm,F14951,"Cocaine use, unspecified with cocaine-induced psychotic disorder with hallucinations"
COCAINE,icd_10_cm,F14959,"Cocaine use, unspecified with cocaine-induced psychotic disorder, unspecified"
COCAINE,icd_10_cm,F14980,"Cocaine use, unspecified with cocaine-induced anxiety disorder"
COCAINE,icd_10_cm,F14981,"Cocaine use, unspecified with cocaine-induced sexual dysfunction"
COCAINE,icd_10_cm,F14982,"Cocaine use, unspecified with cocaine-induced sleep disorder"
COCAINE,icd_10_cm,F14988,"Cocaine use, unspecified with other cocaine-induced disorder"
COCAINE,icd_10_cm,F1499,"Cocaine use, unspecified with unspecified cocaine-induced disorder"
OPIOID,icd_10_cm,F1110,"Opioid abuse, uncomplicated"
OPIOID,icd_10_cm,F11120,"Opioid abuse with intoxication, uncomplicated"
OPIOID,icd_10_cm,F11121,Opioid abuse with intoxication delirium
OPIOID,icd_10_cm,F11122,Opioid abuse with intoxication with perceptual disturbance
OPIOID,icd_10_cm,F11129,"Opioid abuse with intoxication, unspecified"
OPIOID,icd_10_cm,F1113,Opioid abuse with withdrawal
OPIOID,icd_10_cm,F1114,Opioid abuse with opioid-induced mood disorder
OPIOID,icd_10_cm,F11150,Opioid abuse with opioid-induced psychotic disorder with delusions
OPIOID,icd_10_cm,F11151,Opioid abuse with opioid-induced psychotic disorder with hallucinations
OPIOID,icd_10_cm,F11159,"Opioid abuse with opioid-induced psychotic disorder, unspecified"
OPIOID,icd_10_cm,F11181,Opioid abuse with opioid-induced sexual dysfunction
OPIOID,icd_10_cm,F11182,Opioid abuse with opioid-induced sleep disorder
OPIOID,icd_10_cm,F11188,Opioid abuse with other opioid-induced disorder
OPIOID,icd_10_cm,F1119,Opioid abuse with unspecified opioid-induced disorder
OPIOID,icd_10_cm,F1120,"Opioid dependence, uncomplicated"
OPIOID,icd_10_cm,F11220,"Opioid dependence with intoxication, uncomplicated"
OPIOID,icd_10_cm,F11221,Opioid dependence with intoxication delirium
OPIOID,icd_10_cm,F11222,Opioid dependence with intoxication with perceptual disturbance
OPIOID,icd_10_cm,F11229,"Opioid dependence with intoxication, unspecified"
OPIOID,icd_10_cm,F1123,Opioid dependence with withdrawal
OPIOID,icd_10_cm,F1124,Opioid dependence with opioid-induced mood disorder
OPIOID,icd_10_cm,F11250,Opioid dependence with opioid-induced psychotic disorder with delusions
OPIOID,icd_10_cm,F11251,Opioid dependence with opioid-induced psychotic disorder with hallucinations
OPIOID,icd_10_cm,F11259,"Opioid dependence with opioid-induced psychotic disorder, unspecified"
OPIOID,icd_10_cm,F11281,Opioid dependence with opioid-induced sexual dysfunction
OPIOID,icd_10_cm,F11282,Opioid dependence with opioid-induced sleep disorder
OPIOID,icd_10_cm,F11288,Opioid dependence with other opioid-induced disorder
OPIOID,icd_10_cm,F1129,Opioid dependence with unspecified opioid-induced disorder
OPIOID,icd_10_cm,F1190,"Opioid use, unspecified, uncomplicated"
OPIOID,icd_10_cm,F11920,"Opioid use, unspecified with intoxication, uncomplicated"
OPIOID,icd_10_cm,F11921,"Opioid use, unspecified with intoxication delirium"
OPIOID,icd_10_cm,F11922,"Opioid use, unspecified with intoxication with perceptual disturbance"
OPIOID,icd_10_cm,F11929,"Opioid use, unspecified with intoxication, unspecified"
OPIOID,icd_10_cm,F1193,"Opioid use, unspecified with withdrawal"
OPIOID,icd_10_cm,F1194,"Opioid use, unspecified with opioid-induced mood disorder"
OPIOID,icd_10_cm,F11950,"Opioid use, unspecified with opioid-induced psychotic disorder with delusions"
OPIOID,icd_10_cm,F11951,"Opioid use, unspecified with opioid-induced psychotic disorder with hallucinations"
OPIOID,icd_10_cm,F11959,"Opioid use, unspecified with opioid-induced psychotic disorder, unspecified"
OPIOID,icd_10_cm,F11981,"Opioid use, unspecified with opioid-induced sexual dysfunction"
OPIOID,icd_10_cm,F11982,"Opioid use, unspecified with opioid-induced sleep disorder"
OPIOID,icd_10_cm,F11988,"Opioid use, unspecified with other opioid-induced disorder"
OPIOID,icd_10_cm,F1199,"Opioid use, unspecified with unspecified opioid-induced disorder"
TOBACCO,icd_10_cm,F17200,"Nicotine dependence, unspecified, uncomplicated"
TOBACCO,icd_10_cm,F17201,"Nicotine dependence, unspecified, in remission"
TOBACCO,icd_10_cm,F17203,"Nicotine dependence unspecified, with withdrawal"
TOBACCO,icd_10_cm,F17208,"Nicotine dependence, unspecified, with other nicotine-induced disorders"
TOBACCO,icd_10_cm,F17209,"Nicotine dependence, unspecified, with unspecified nicotine-induced disorders"
TOBACCO,icd_10_cm,F17210,"Nicotine dependence, cigarettes, uncomplicated"
TOBACCO,icd_10_cm,F17211,"Nicotine dependence, cigarettes, in remission"
TOBACCO,icd_10_cm,F17213,"Nicotine dependence, cigarettes, with withdrawal"
TOBACCO,icd_10_cm,F17218,"Nicotine dependence, cigarettes, with other nicotine-induced disorders"
TOBACCO,icd_10_cm,F17219,"Nicotine dependence, cigarettes, with unspecified nicotine-induced disorders"
TOBACCO,icd_10_cm,F17220,"Nicotine dependence, chewing tobacco, uncomplicated"
TOBACCO,icd_10_cm,F17221,"Nicotine dependence, chewing tobacco, in remission"
TOBACCO,icd_10_cm,F17223,"Nicotine dependence, chewing tobacco, with withdrawal"
TOBACCO,icd_10_cm,F17228,"Nicotine dependence, chewing tobacco, with other nicotine-induced disorders"
TOBACCO,icd_10_cm,F17229,"Nicotine dependence, chewing tobacco, with unspecified nicotine-induced disorders"
TOBACCO,icd_10_cm,F17290,"Nicotine dependence, other tobacco product, uncomplicated"
TOBACCO,icd_10_cm,F17291,"Nicotine dependence, other tobacco product, in remission"
TOBACCO,icd_10_cm,F17293,"Nicotine dependence, other tobacco product, with withdrawal"
TOBACCO,icd_10_cm,F17298,"Nicotine dependence, other tobacco product, with other nicotine-induced disorders"
TOBACCO,icd_10_cm,F17299,"Nicotine dependence, other tobacco product, with unspecified nicotine-induced disorders"
TOBACCO,icd_10_cm,G9276,
TOBACCO,icd_10_cm,G9458,
TOBACCO,icd_10_cm,O99330,"Smoking (tobacco) complicating pregnancy, unspecified trimester"
TOBACCO,icd_10_cm,O99331,"Smoking (tobacco) complicating pregnancy, first trimester"
TOBACCO,icd_10_cm,O99332,"Smoking (tobacco) complicating pregnancy, second trimester"
TOBACCO,icd_10_cm,O99333,"Smoking (tobacco) complicating pregnancy, third trimester"
TOBACCO,icd_10_cm,O99334,Smoking (tobacco) complicating childbirth
TOBACCO,icd_10_cm,O99335,Smoking (tobacco) complicating the puerperium
TOBACCO,icd_10_cm,T65211A,"Toxic effect of chewing tobacco, accidental (unintentional), initial encounter"
TOBACCO,icd_10_cm,T65212A,"Toxic effect of chewing tobacco, intentional self-harm, initial encounter"
TOBACCO,icd_10_cm,T65213A,"Toxic effect of chewing tobacco, assault, initial encounter"
TOBACCO,icd_10_cm,T65214A,"Toxic effect of chewing tobacco, undetermined, initial encounter"
TOBACCO,icd_10_cm,T65221A,"Toxic effect of tobacco cigarettes, accidental (unintentional), initial encounter"
TOBACCO,icd_10_cm,T65222A,"Toxic effect of tobacco cigarettes, intentional self-harm, initial encounter"
TOBACCO,icd_10_cm,T65223A,"Toxic effect of tobacco cigarettes, assault, initial encounter"
TOBACCO,icd_10_cm,T65224A,"Toxic effect of tobacco cigarettes, undetermined, initial encounter"
TOBACCO,icd_10_cm,T65291A,"Toxic effect of other tobacco and nicotine, accidental (unintentional), initial encounter"
TOBACCO,icd_10_cm,T65292A,"Toxic effect of other tobacco and nicotine, intentional self-harm, initial encounter"
TOBACCO,icd_10_cm,T65293A,"Toxic effect of other tobacco and nicotine, assault, initial encounter"
TOBACCO,icd_10_cm,T65294A,"Toxic effect of other tobacco and nicotine, undetermined, initial encounter"
TOBACCO,icd_10_cm,Z720,Tobacco use
CELIAC_DISEASE,icd_10_cm,K900,Celiac disease
LYME_DISEASE,icd_10_cm,A692,Lyme disease
LYME_DISEASE,icd_10_cm,A6920,"Lyme disease, unspecified"
COVID_19,icd_10_cm,B342,"Coronavirus infection, unspecified"
COVID_19,icd_10_cm,U00,COVID-19
COVID_19,icd_10_cm,U071,COVID-19
COVID_19,icd_10_cm,U49,COVID-19
COVID_19,icd_10_cm,U50,COVID-19
COVID_19,icd_10_cm,U85,COVID-19
COVID_VACCINATION,icd_10_cm,Z28311,Partially vaccinated for COVID-19
COVID_VACCINATION,icd_10_cm,XW013S6,"Introduction of COVID-19 Vaccine Dose 1 into Subcutaneous Tissue, Percutaneous Approach, New Technology Group 6"
COVID_VACCINATION,icd_10_cm,XW013T6,"Introduction of COVID-19 Vaccine Dose 2 into Subcutaneous Tissue, Percutaneous Approach, New Technology Group 6"
COVID_VACCINATION,icd_10_cm,XW013U6,"Introduction of COVID-19 Vaccine into Subcutaneous Tissue, Percutaneous Approach, New Technology Group 6"
COVID_VACCINATION,icd_10_cm,XW013V7,"Introduction of COVID-19 Vaccine Dose 3 into Subcutaneous Tissue, Percutaneous Approach, New Technology Group 7"
COVID_VACCINATION,icd_10_cm,XW013W7,"Introduction of COVID-19 Vaccine Booster into Subcutaneous Tissue, Percutaneous Approach, New Technology Group 7"
COVID_VACCINATION,icd_10_cm,XW023S6,"Introduction of COVID-19 Vaccine Dose 1 into Muscle, Percutaneous Approach, New Technology Group 6"
COVID_VACCINATION,icd_10_cm,XW023T6,"Introduction of COVID-19 Vaccine Dose 2 into Muscle, Percutaneous Approach, New Technology Group 6"
COVID_VACCINATION,icd_10_cm,XW023U6,"Introduction of COVID-19 Vaccine into Muscle, Percutaneous Approach, New Technology Group 6"
COVID_VACCINATION,icd_10_cm,XW023V7,"Introduction of COVID-19 Vaccine Dose 3 into Muscle, Percutaneous Approach, New Technology Group 7"
COVID_VACCINATION,icd_10_cm,XW023W7,"Introduction of COVID-19 Vaccine Booster into Muscle, Percutaneous Approach, New Technology Group 7"
RICKETTSIOSIS,icd_10_cm,A7981,Rickettsiosis due to Ehrlichia sennetsu
RICKETTSIOSIS,icd_10_cm,A799,"Rickettsiosis, unspecified"
BABESIOSIS,icd_10_cm,B600,Babesiosis
BABESIOSIS,icd_10_cm,B6000,"Babesiosis, unspecified"
BABESIOSIS,icd_10_cm,B6001,Babesiosis due to Babesia microti
BABESIOSIS,icd_10_cm,B6002,Babesiosis due to Babesia duncani
BABESIOSIS,icd_10_cm,B6003,Babesiosis due to Babesia divergens
BABESIOSIS,icd_10_cm,B6009,Other babesiosis
EHRLICHIOSIS,icd_10_cm,A774,Ehrlichiosis
EHRLICHIOSIS,icd_10_cm,A7740,"Ehrlichiosis, unspecified"
EHRLICHIOSIS,icd_10_cm,A7741,Ehrlichiosis chafeensis [E. chafeensis]
EHRLICHIOSIS,icd_10_cm,A7749,Other ehrlichiosis
ANAPLASMOSIS,icd_10_cm,A7982,Anaplasmosis [A. phagocytophilum]
CYTOMEGALOVIRUS_INFECTION,icd_10_cm,P351,Congenital cytomegalovirus infection
RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION,icd_10_cm,B974,Respiratory syncytial virus as the cause of diseases classified elsewhere
RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION,icd_10_cm,J121,Respiratory syncytial virus pneumonia
RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION,icd_10_cm,J205,Acute bronchitis due to respiratory syncytial virus
RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION,icd_10_cm,J210,Acute bronchiolitis due to respiratory syncytial virus
HELICOBACTER_PYLORI_INFECTION,icd_10_cm,B9681,Helicobacter pylori [H. pylori] as the cause of diseases classified elsewhere
HERPES_SIMPLEX_INFECTION,icd_10_cm,A60,Anogenital herpesviral [herpes simplex] infections
HERPES_SIMPLEX_INFECTION,icd_10_cm,B00,Herpesviral [herpes simplex] infections
HERPES_SIMPLEX_INFECTION,icd_10_cm,B0082,Herpes simplex myelitis
HERPES_SIMPLEX_INFECTION,icd_10_cm,P352,Congenital herpesviral [herpes simplex] infection
PARVOVIRUS_INFECTION,icd_10_cm,B343,"Parvovirus infection, unspecified"
PARVOVIRUS_INFECTION,icd_10_cm,B976,Parvovirus as the cause of diseases classified elsewhere
MULTIPLE_MYELOMA,icd_10_cm,C9000,Multiple Myeloma not having achieved remission
MULTIPLE_MYELOMA,icd_10_cm,C9001,Multiple Myeloma in remission
MULTIPLE_MYELOMA,icd_10_cm,C9002,Multiple Myeloma in relapse
